#GroupName	ProteinCount	SpeciesCount	FunctionalCategory	ConsensusFunctionalDescription
VOG04193	5	5	Xu	REFSEQ pesticin domain-containing protein
VOG04194	24	24	Xu	REFSEQ hypothetical protein
VOG04195	3	3	Xu	REFSEQ hypothetical protein
VOG04196	8	4	Xu	REFSEQ hypothetical protein
VOG04197	3	3	Xu	REFSEQ hypothetical protein
VOG04198	7	7	Xu	REFSEQ hypothetical protein
VOG04199	4	2	Xu	REFSEQ hypothetical protein
VOG04200	3	3	Xu	REFSEQ hypothetical protein
VOG04201	17	17	Xu	REFSEQ hypothetical protein
VOG04202	8	8	Xu	REFSEQ hypothetical protein
VOG04203	11	11	Xu	REFSEQ hypothetical protein
VOG04204	3	3	Xu	REFSEQ hypothetical protein
VOG04205	3	3	Xu	REFSEQ hypothetical protein
VOG04206	8	6	Xu	REFSEQ hypothetical protein
VOG04207	8	8	Xu	REFSEQ hypothetical protein
VOG04208	3	3	Xu	REFSEQ gp265
VOG04209	20	20	Xu	REFSEQ replication terminator protein
VOG04210	4	4	Xu	REFSEQ hypothetical protein
VOG04211	12	12	Xu	REFSEQ hypothetical protein
VOG04212	5	5	Xu	REFSEQ hypothetical protein
VOG04213	18	18	Xu	REFSEQ hypothetical protein
VOG04214	25	25	Xu	REFSEQ hypothetical protein
VOG04215	12	12	Xu	REFSEQ hypothetical protein
VOG04216	8	8	Xu	REFSEQ hypothetical protein
VOG04217	3	3	Xu	REFSEQ hypothetical protein
VOG04218	9	9	Xu	REFSEQ hypothetical protein
VOG04219	8	8	Xu	REFSEQ hypothetical protein
VOG04220	4	4	Xu	REFSEQ hypothetical protein
VOG04221	4	4	Xu	REFSEQ hypothetical protein
VOG04222	3	3	Xu	REFSEQ hypothetical protein
VOG04223	10	10	Xu	REFSEQ hypothetical protein
VOG04224	4	4	Xu	REFSEQ hypothetical protein
VOG04225	4	4	Xu	REFSEQ hypothetical protein
VOG04226	10	10	Xu	REFSEQ hypothetical protein
VOG04227	4	4	Xu	REFSEQ hypothetical protein
VOG04228	4	2	Xu	REFSEQ hypothetical protein
VOG04229	18	18	Xu	REFSEQ hypothetical protein
VOG04230	26	26	Xu	REFSEQ hypothetical protein
VOG04231	4	4	Xu	REFSEQ gp256
VOG04232	6	6	Xu	REFSEQ hypothetical protein
VOG04233	7	7	Xu	REFSEQ hypothetical protein
VOG04234	15	15	Xu	REFSEQ hypothetical protein
VOG04235	3	3	Xu	REFSEQ hypothetical protein
VOG04236	9	9	Xu	REFSEQ hypothetical protein
VOG04237	5	5	Xu	REFSEQ hypothetical protein
VOG04238	5	5	Xu	REFSEQ hypothetical protein
VOG04239	12	10	Xu	REFSEQ hypothetical protein
VOG04240	7	7	Xu	REFSEQ hypothetical protein
VOG04241	13	13	Xu	REFSEQ hypothetical protein
VOG04242	7	7	Xu	REFSEQ hypothetical protein
VOG04243	9	9	Xu	REFSEQ hypothetical protein
VOG04244	57	57	Xu	REFSEQ hypothetical protein
VOG04245	8	8	Xu	REFSEQ hypothetical protein
VOG04246	5	5	Xu	REFSEQ hypothetical protein
VOG04247	3	3	Xu	REFSEQ putative capsular polysaccharide depolymerase
VOG04248	5	5	Xu	REFSEQ hypothetical protein
VOG04249	5	5	Xu	REFSEQ hypothetical protein
VOG04250	5	5	Xu	REFSEQ hypothetical protein
VOG04251	10	10	Xu	REFSEQ hypothetical protein
VOG04252	3	3	Xs	sp|P19522|MVP_CGMVW Movement protein
VOG04253	15	12	Xu	sp|P06022|ACTC_BPMU Late transcription activator C
VOG04254	5	5	Xu	REFSEQ hypothetical protein
VOG04255	7	7	Xu	REFSEQ hypothetical protein
VOG04256	8	4	Xu	REFSEQ hypothetical protein
VOG04257	7	7	Xu	REFSEQ hypothetical protein
VOG04258	10	10	Xu	REFSEQ hypothetical protein
VOG04259	42	42	Xu	REFSEQ hypothetical protein
VOG04260	10	10	Xu	REFSEQ hypothetical protein
VOG04261	8	8	Xu	REFSEQ hypothetical protein
VOG04262	7	7	Xu	REFSEQ hypothetical protein
VOG04263	4	4	Xu	REFSEQ hypothetical protein
VOG04264	4	4	Xu	REFSEQ hypothetical protein
VOG04265	8	7	Xu	REFSEQ hypothetical protein
VOG04266	8	8	Xu	REFSEQ hypothetical protein
VOG04267	7	7	Xu	REFSEQ hypothetical protein
VOG04268	15	15	Xu	REFSEQ hypothetical protein
VOG04269	5	5	Xu	REFSEQ hypothetical protein
VOG04270	13	13	Xu	REFSEQ hypothetical protein
VOG04271	4	4	Xu	REFSEQ hypothetical protein
VOG04272	8	8	Xu	REFSEQ virion structural protein
VOG04273	4	4	Xu	REFSEQ hypothetical protein
VOG04274	8	4	Xu	REFSEQ hypothetical protein
VOG04275	6	6	Xu	REFSEQ hypothetical protein
VOG04276	10	10	Xu	REFSEQ hypothetical protein
VOG04277	9	9	Xu	REFSEQ hypothetical protein
VOG04278	4	2	Xu	REFSEQ hypothetical protein
VOG04279	7	7	Xu	REFSEQ hypothetical protein
VOG04280	12	12	XhXs	sp|P0DOO7|A15_VAR67 Core protein A15
VOG04281	4	4	Xu	REFSEQ GDSL-like lipase
VOG04282	9	9	Xu	REFSEQ hypothetical protein
VOG04283	15	15	Xu	REFSEQ hypothetical protein
VOG04284	12	12	Xu	REFSEQ hypothetical protein
VOG04285	4	4	Xu	REFSEQ hypothetical protein
VOG04286	5	5	Xu	REFSEQ hypothetical protein
VOG04287	7	7	Xu	REFSEQ hypothetical protein
VOG04288	3	3	Xu	REFSEQ hypothetical protein
VOG04289	11	11	Xu	REFSEQ hypothetical protein
VOG04290	4	2	Xu	REFSEQ hypothetical protein
VOG04291	5	3	Xu	REFSEQ hypothetical protein
VOG04292	3	3	Xu	REFSEQ hypothetical protein
VOG04293	5	5	Xu	REFSEQ hypothetical protein
VOG04294	4	4	Xh	sp|P16791|NEC2_HCMVA Nuclear egress protein 2
VOG04295	7	7	Xu	REFSEQ hypothetical protein
VOG04296	8	8	Xu	REFSEQ hypothetical protein
VOG04297	11	11	Xu	REFSEQ hypothetical protein
VOG04298	17	17	Xu	REFSEQ hypothetical protein
VOG04299	26	20	Xh	sp|Q70IY1|TOBZ_STRSD nebramycin 5' synthase
VOG04300	11	11	XhXs	sp|P13294|CEP3_HHV2H Cytoplasmic envelopment protein 3
VOG04301	17	17	Xu	REFSEQ hypothetical protein
VOG04302	4	2	Xu	REFSEQ hypothetical protein
VOG04303	14	8	Xu	REFSEQ hypothetical protein
VOG04304	128	78	Xh	sp|Q0QZ08|PSBD_BPSYS Photosystem II D2 protein
VOG04305	3	3	Xu	REFSEQ hypothetical protein
VOG04306	6	6	Xu	REFSEQ hypothetical protein
VOG04307	5	5	Xu	REFSEQ hypothetical protein
VOG04308	7	7	Xu	REFSEQ hypothetical protein
VOG04309	4	4	Xp	sp|P16778|VGLI_HCMVA UL37 immediate early glycoprotein
VOG04310	9	6	Xu	REFSEQ hypothetical protein
VOG04311	3	3	Xu	REFSEQ hypothetical protein
VOG04312	8	8	Xu	REFSEQ hypothetical protein
VOG04313	3	3	Xu	REFSEQ hypothetical protein
VOG04314	14	14	Xu	REFSEQ hypothetical protein
VOG04315	15	6	XhXp	sp|P19063|C23L_VACCL Chemokine-binding protein
VOG04316	4	4	Xu	REFSEQ DNA cytosine methyltransferase
VOG04317	9	9	Xu	REFSEQ hypothetical protein
VOG04318	8	4	Xu	REFSEQ hypothetical protein
VOG04319	4	4	Xu	REFSEQ hypothetical protein
VOG04320	3	3	Xu	REFSEQ hypothetical protein
VOG04321	4	4	Xu	REFSEQ hypothetical protein
VOG04322	4	4	Xu	REFSEQ membrane protein
VOG04323	3	3	Xu	REFSEQ hypothetical protein
VOG04324	7	7	Xu	REFSEQ hypothetical protein
VOG04325	5	5	XhXpXs	sp|P0CK21|O3_VACCW Protein O3
VOG04326	12	10	Xu	REFSEQ hypothetical protein
VOG04327	3	3	Xs	sp|Q06360|MVP_SBWMN Movement protein
VOG04328	4	4	Xu	REFSEQ hypothetical protein
VOG04329	5	5	Xu	REFSEQ hypothetical protein
VOG04330	11	11	Xu	REFSEQ hypothetical protein
VOG04331	6	4	Xu	REFSEQ hypothetical protein
VOG04332	3	3	Xu	REFSEQ hypothetical protein
VOG04333	3	3	Xh	sp|Q47YL9|Y3426_COLP3 PKHD-type hydroxylase CPS_3426
VOG04334	15	15	Xu	sp|P18681|RPC3_BPHK0 Regulatory protein CIII
VOG04335	39	39	Xu	REFSEQ hypothetical protein
VOG04336	14	14	Xu	REFSEQ hypothetical protein
VOG04337	7	7	Xu	REFSEQ hypothetical protein
VOG04338	3	3	Xu	REFSEQ hypothetical protein
VOG04339	6	6	Xu	REFSEQ 2A
VOG04340	6	6	Xu	REFSEQ hypothetical protein
VOG04341	4	4	Xu	REFSEQ hypothetical protein
VOG04342	8	8	Xu	REFSEQ hypothetical protein
VOG04343	41	40	Xu	REFSEQ hypothetical protein
VOG04344	12	12	Xu	REFSEQ hypothetical protein
VOG04345	6	6	Xu	REFSEQ hypothetical protein
VOG04346	4	4	Xu	REFSEQ hypothetical protein
VOG04347	13	13	Xu	REFSEQ hypothetical protein
VOG04348	5	5	Xu	REFSEQ hypothetical protein
VOG04349	8	8	Xu	sp|P0DOP5|F11_VAR67 Protein F11
VOG04350	4	4	Xu	REFSEQ hypothetical protein
VOG04351	9	9	Xu	REFSEQ YjcQ family protein
VOG04352	5	5	Xs	sp|P03545|MVP_CAMVS Movement protein
VOG04353	10	10	Xu	REFSEQ hypothetical protein
VOG04354	5	3	Xu	REFSEQ hypothetical protein
VOG04355	4	4	Xu	REFSEQ hypothetical protein
VOG04356	5	5	Xu	REFSEQ hypothetical protein
VOG04357	30	30	Xu	REFSEQ hypothetical protein
VOG04358	6	6	Xu	REFSEQ hypothetical protein
VOG04359	7	7	Xu	REFSEQ hypothetical protein
VOG04360	7	7	XhXpXs	sp|P08490|POLG_ECHO9 Genome polyprotein (Fragment)
VOG04361	9	9	Xu	REFSEQ hypothetical protein
VOG04362	10	10	Xu	REFSEQ hypothetical protein
VOG04363	5	5	Xu	REFSEQ hypothetical protein
VOG04364	3	3	Xu	REFSEQ hypothetical protein
VOG04365	8	8	Xu	sp|Q914I9|Y043_SIFVH Uncharacterized protein 43
VOG04366	3	3	Xu	REFSEQ hypothetical protein
VOG04367	5	3	Xu	REFSEQ hypothetical protein
VOG04368	7	7	Xu	REFSEQ hypothetical protein
VOG04369	26	13	Xu	sp|P21080|E2_VACCC Protein E2
VOG04370	8	8	Xu	REFSEQ hypothetical protein
VOG04371	13	13	Xu	REFSEQ hypothetical protein
VOG04372	6	6	Xu	REFSEQ hypothetical protein
VOG04373	15	15	Xu	sp|P77147|YDHT_ECOLI Uncharacterized protein YdhT
VOG04374	7	4	Xu	REFSEQ hypothetical protein
VOG04375	6	6	Xu	REFSEQ hypothetical protein
VOG04376	6	6	Xu	REFSEQ hypothetical protein
VOG04377	6	6	Xu	REFSEQ hypothetical protein
VOG04378	5	3	Xu	REFSEQ hypothetical protein
VOG04379	4	4	Xu	REFSEQ hypothetical protein
VOG04380	9	8	Xu	REFSEQ hypothetical protein
VOG04381	4	2	Xu	REFSEQ hypothetical protein
VOG04382	7	7	Xu	REFSEQ hypothetical protein
VOG04383	3	3	Xu	REFSEQ hypothetical protein
VOG04384	4	4	Xu	REFSEQ hypothetical protein
VOG04385	10	8	Xu	REFSEQ hypothetical protein
VOG04386	5	5	Xu	REFSEQ hypothetical protein
VOG04387	4	4	Xu	REFSEQ hypothetical protein
VOG04388	6	6	Xu	REFSEQ hypothetical protein
VOG04389	4	2	Xu	REFSEQ hypothetical protein
VOG04390	15	13	Xu	REFSEQ hypothetical protein
VOG04391	4	4	Xu	REFSEQ hypothetical protein
VOG04392	4	4	Xu	REFSEQ hypothetical protein
VOG04393	4	4	Xu	REFSEQ collagen triple helix repeat protein
VOG04394	40	40	Xu	sp|P44226|VPF_HAEIN Mu-like prophage FluMu F protein
VOG04395	3	3	Xu	REFSEQ hypothetical protein
VOG04396	14	14	XpXs	sp|P04488|GE_HHV11 Envelope glycoprotein E
VOG04397	4	4	Xu	REFSEQ hypothetical protein
VOG04398	3	3	Xu	REFSEQ hypothetical protein
VOG04399	4	4	Xu	REFSEQ hypothetical protein
VOG04400	3	3	Xu	REFSEQ hypothetical protein
VOG04401	3	3	Xu	REFSEQ hypothetical protein
VOG04402	41	41	XhXp	sp|P24796|GEMA_BPD10 GemA protein
VOG04403	4	4	Xu	REFSEQ putative transferase
VOG04404	3	3	Xu	REFSEQ hypothetical protein
VOG04405	4	4	Xu	REFSEQ hypothetical protein
VOG04406	5	5	Xu	REFSEQ hypothetical protein
VOG04407	4	4	Xu	REFSEQ hypothetical protein
VOG04408	3	3	Xu	REFSEQ hypothetical protein
VOG04409	3	3	Xu	REFSEQ hypothetical protein
VOG04410	18	18	Xu	REFSEQ hypothetical protein
VOG04411	6	6	Xu	REFSEQ hypothetical protein
VOG04412	3	3	Xu	REFSEQ hypothetical protein
VOG04413	26	14	Xu	sp|P04312|D10_VACCW mRNA-decapping protein D10
VOG04414	6	6	Xu	REFSEQ hypothetical protein
VOG04415	4	2	Xu	REFSEQ hypothetical protein
VOG04416	3	3	Xu	REFSEQ hypothetical protein
VOG04417	3	3	Xu	REFSEQ hypothetical protein
VOG04418	5	5	Xu	REFSEQ hypothetical protein
VOG04419	10	10	Xu	REFSEQ hypothetical protein
VOG04420	17	17	Xu	REFSEQ hypothetical protein
VOG04421	6	6	Xu	REFSEQ hypothetical protein
VOG04422	17	13	XhXpXs	sp|P26653|F13_VACCI Envelope phospholipase F13
VOG04423	7	7	Xu	REFSEQ hypothetical protein
VOG04424	4	4	Xu	REFSEQ hypothetical protein
VOG04425	27	27	Xu	REFSEQ hypothetical protein
VOG04426	3	3	XhXp	sp|Q6QGP7|ENLYS_BPT5 L-alanyl-D-glutamate peptidase
VOG04427	3	3	Xu	REFSEQ hypothetical protein
VOG04428	16	16	Xu	REFSEQ hypothetical protein
VOG04429	29	27	Xu	REFSEQ hypothetical protein
VOG04430	3	3	XhXrXs	sp|O36979|POLG_ZYMVS Genome polyprotein
VOG04431	4	2	Xu	REFSEQ hypothetical protein
VOG04432	6	6	Xu	REFSEQ hypothetical protein
VOG04433	7	7	Xu	REFSEQ hypothetical protein
VOG04434	9	9	Xu	REFSEQ hypothetical protein
VOG04435	12	11	Xu	sp|Q38668|NINY_BPP22 Putative protein ninY
VOG04436	3	3	Xu	sp|Q914H1|Y061_SIFVH Uncharacterized protein 61
VOG04437	8	8	Xu	REFSEQ hypothetical protein
VOG04438	3	3	Xu	REFSEQ HOAR
VOG04439	11	11	Xu	REFSEQ hypothetical protein
VOG04440	9	9	Xu	REFSEQ hypothetical protein
VOG04441	12	12	Xu	REFSEQ hypothetical protein
VOG04442	6	6	Xu	REFSEQ hypothetical protein
VOG04443	6	6	Xu	REFSEQ hypothetical protein
VOG04444	4	4	Xu	REFSEQ hypothetical protein
VOG04445	3	3	Xu	REFSEQ hypothetical protein
VOG04446	3	3	Xu	REFSEQ hypothetical protein
VOG04447	5	5	Xu	REFSEQ hypothetical protein
VOG04448	7	7	Xu	REFSEQ hypothetical protein
VOG04449	5	5	Xu	REFSEQ hypothetical protein
VOG04450	13	13	Xu	REFSEQ hypothetical protein
VOG04451	17	17	Xh	sp|P0C2W9|AC4_TGMVY Protein AC4
VOG04452	13	13	Xh	sp|O57208|H7_VACCA Late protein H7
VOG04453	8	5	Xu	REFSEQ tail assembly chaperone
VOG04454	33	17	Xu	REFSEQ hypothetical protein
VOG04455	4	4	Xu	REFSEQ hypothetical protein
VOG04456	11	11	Xu	REFSEQ hypothetical protein
VOG04457	12	12	Xu	REFSEQ hypothetical protein
VOG04458	9	9	Xu	REFSEQ hypothetical protein
VOG04459	4	2	Xu	REFSEQ hypothetical protein
VOG04460	4	4	Xu	sp|P10240|UL56_HHV11 Protein UL56
VOG04461	3	3	Xu	REFSEQ hypothetical protein
VOG04462	3	3	Xu	sp|O36394|VG45_ALHV1 Uncharacterized gene 45 protein
VOG04463	13	13	Xu	REFSEQ hypothetical protein
VOG04464	4	4	Xu	REFSEQ hypothetical protein
VOG04465	12	12	Xu	REFSEQ hypothetical protein
VOG04466	4	4	Xu	REFSEQ hypothetical protein
VOG04467	4	2	Xu	REFSEQ hypothetical protein
VOG04468	4	2	Xu	REFSEQ hypothetical protein
VOG04469	5	5	Xu	REFSEQ hypothetical protein
VOG04470	13	13	Xu	REFSEQ hypothetical protein
VOG04471	7	4	Xu	REFSEQ hypothetical protein
VOG04472	4	4	Xu	REFSEQ hypothetical protein
VOG04473	4	4	Xu	sp|O09802|US8A_HHV11 Protein US8.5
VOG04474	10	10	Xu	REFSEQ hypothetical protein
VOG04475	3	3	Xu	REFSEQ hypothetical protein
VOG04476	4	4	Xu	REFSEQ hypothetical protein
VOG04477	3	3	Xu	REFSEQ hypothetical protein
VOG04478	3	3	Xu	REFSEQ hypothetical protein
VOG04479	13	13	Xu	REFSEQ tail fiber protein
VOG04480	5	4	Xu	REFSEQ hypothetical protein
VOG04481	6	6	Xu	REFSEQ hypothetical protein
VOG04482	4	4	Xu	REFSEQ hypothetical protein
VOG04483	16	16	Xu	REFSEQ hypothetical protein
VOG04484	4	4	Xu	REFSEQ hypothetical protein
VOG04485	6	6	Xu	REFSEQ hypothetical protein
VOG04486	5	5	Xu	REFSEQ hypothetical protein
VOG04487	5	5	Xu	REFSEQ hypothetical protein
VOG04488	8	6	Xu	REFSEQ hypothetical protein
VOG04489	5	5	Xu	REFSEQ hypothetical protein
VOG04490	4	2	Xu	REFSEQ hypothetical protein
VOG04491	8	8	Xu	REFSEQ hypothetical protein
VOG04492	14	14	Xu	REFSEQ hypothetical protein
VOG04493	6	6	Xu	REFSEQ gene transfer agent
VOG04494	5	5	Xu	REFSEQ hypothetical protein
VOG04495	4	4	Xu	REFSEQ hypothetical protein
VOG04496	3	3	Xu	REFSEQ hypothetical protein
VOG04497	6	6	Xu	REFSEQ hypothetical protein
VOG04498	3	3	Xu	REFSEQ hypothetical protein
VOG04499	4	4	Xu	REFSEQ hypothetical protein
VOG04500	7	4	Xu	REFSEQ hypothetical protein
VOG04501	11	11	Xu	REFSEQ hypothetical protein
VOG04502	4	4	Xu	REFSEQ hypothetical protein
VOG04503	6	6	Xu	REFSEQ hypothetical protein
VOG04504	34	34	XpXs	sp|P27255|CAPSD_PYMVV Capsid protein
VOG04505	6	6	Xu	REFSEQ hypothetical protein
VOG04506	11	11	Xu	REFSEQ hypothetical protein
VOG04507	9	9	Xu	REFSEQ hypothetical protein
VOG04508	7	7	Xu	REFSEQ hypothetical protein
VOG04509	5	5	Xu	REFSEQ asparagine synthase
VOG04510	3	3	Xu	REFSEQ hypothetical protein
VOG04511	3	3	Xu	sp|O10301|Y041_NPVOP Uncharacterized 19.0 kDa protein
VOG04512	5	5	Xu	REFSEQ hypothetical protein
VOG04513	7	7	Xu	REFSEQ hypothetical protein
VOG04514	3	3	Xu	REFSEQ hypothetical protein
VOG04515	4	2	Xu	REFSEQ hypothetical protein
VOG04516	6	6	Xu	REFSEQ hypothetical protein
VOG04517	5	5	Xu	REFSEQ hypothetical protein
VOG04518	3	3	Xu	REFSEQ hypothetical protein
VOG04519	3	3	Xu	REFSEQ hypothetical protein
VOG04520	9	9	Xu	REFSEQ hypothetical protein
VOG04521	21	21	Xu	REFSEQ hypothetical protein
VOG04522	8	8	Xu	REFSEQ hypothetical protein
VOG04523	28	14	XhXpXs	sp|O93122|A16_VACCA Virion membrane protein A16
VOG04524	3	3	Xu	REFSEQ hypothetical protein
VOG04525	4	4	Xu	REFSEQ hypothetical protein
VOG04526	34	34	Xu	REFSEQ hypothetical protein
VOG04527	3	3	Xu	REFSEQ hypothetical protein
VOG04528	3	3	Xs	sp|F5HGG3|UL26_HCMVM Tegument protein UL26
VOG04529	3	3	Xu	sp|F5HFJ8|UL91_HCMVM Protein UL91
VOG04530	4	4	Xu	REFSEQ hypothetical protein
VOG04531	3	3	Xu	REFSEQ alpha,alpha-trehalase
VOG04532	7	7	Xu	REFSEQ hypothetical protein
VOG04533	5	5	Xu	REFSEQ hypothetical protein
VOG04534	5	5	Xu	REFSEQ hypothetical protein
VOG04535	7	7	Xu	REFSEQ hypothetical protein
VOG04536	4	4	Xu	REFSEQ hypothetical protein
VOG04537	9	9	Xu	REFSEQ hypothetical protein
VOG04538	3	3	Xu	REFSEQ G-I-Y Y-I-G endonuclease
VOG04539	3	3	Xu	REFSEQ hypothetical protein
VOG04540	4	2	Xu	REFSEQ hypothetical protein
VOG04541	3	3	Xu	REFSEQ hypothetical protein
VOG04542	6	3	Xh	sp|P17364|C8_VACCW Protein C8
VOG04543	4	2	Xu	REFSEQ hypothetical protein
VOG04544	6	6	Xu	REFSEQ hypothetical protein
VOG04545	4	4	Xu	REFSEQ hypothetical protein
VOG04546	9	9	Xu	REFSEQ hypothetical protein
VOG04547	11	11	Xu	sp|P57019|Y55K_BPP22 Uncharacterized 55.3 kDa protein in gtrB 5'region
VOG04548	6	4	Xu	REFSEQ hypothetical protein
VOG04549	8	8	Xu	REFSEQ hypothetical protein
VOG04550	8	7	Xh	sp|P21062|SEMA_VACCC Semaphorin-like protein A39
VOG04551	4	4	Xu	REFSEQ capsid and scaffold protein
VOG04552	3	3	Xu	REFSEQ hypothetical protein
VOG04553	9	9	Xu	REFSEQ hypothetical protein
VOG04554	5	5	Xu	REFSEQ membrane protein
VOG04555	4	4	Xu	REFSEQ hypothetical protein
VOG04556	3	3	Xu	REFSEQ hypothetical protein
VOG04557	3	3	Xu	REFSEQ hypothetical protein
VOG04558	4	4	Xr	sp|F5HIG1|HEPA_HCMVM DNA helicase/primase complex-associated protein
VOG04559	26	26	Xu	REFSEQ hypothetical protein
VOG04560	14	10	Xu	REFSEQ hypothetical protein
VOG04561	18	17	Xu	REFSEQ hypothetical protein
VOG04562	6	6	Xu	REFSEQ hypothetical protein
VOG04563	4	4	Xu	REFSEQ hypothetical protein
VOG04564	3	3	Xu	sp|P28989|VG34_EHV1B Gene 34 protein
VOG04565	27	27	Xu	REFSEQ hypothetical protein
VOG04566	7	7	Xu	REFSEQ hypothetical protein
VOG04567	6	6	Xu	REFSEQ hypothetical protein
VOG04568	4	4	Xu	REFSEQ hypothetical protein
VOG04569	8	4	Xu	REFSEQ hypothetical protein
VOG04570	4	4	Xu	REFSEQ hypothetical protein
VOG04571	6	6	Xu	REFSEQ hypothetical protein
VOG04572	4	4	Xu	REFSEQ hypothetical protein
VOG04573	8	8	Xu	sp|Q3V4V3|Y220_ATV Uncharacterized protein ORF220
VOG04574	4	4	Xu	REFSEQ hypothetical protein
VOG04575	5	5	Xu	REFSEQ hypothetical protein
VOG04576	6	6	Xu	REFSEQ antirepressor
VOG04577	3	3	Xu	sp|P20194|A100_SSV1 Uncharacterized protein A-100
VOG04578	7	7	Xs	sp|Q3V4Q1|Y618_ATV Structural protein ORF618
VOG04579	4	4	Xu	REFSEQ hypothetical protein
VOG04580	6	6	Xu	sp|Q3V4Q4|Y892_ATV Putative VWFA domain-containing protein ORF892
VOG04581	97	95	Xu	REFSEQ hypothetical protein
VOG04582	11	11	Xu	REFSEQ hypothetical protein
VOG04583	5	5	Xu	REFSEQ hypothetical protein
VOG04584	8	8	Xu	REFSEQ hypothetical protein
VOG04585	12	12	Xu	REFSEQ hypothetical protein
VOG04586	3	3	Xu	REFSEQ hypothetical protein
VOG04587	8	8	Xu	REFSEQ hypothetical protein
VOG04588	7	6	Xu	REFSEQ DUF1654 domain-containing protein
VOG04589	45	45	Xu	REFSEQ hypothetical protein
VOG04590	17	13	Xu	REFSEQ hypothetical protein
VOG04591	10	10	Xu	REFSEQ hypothetical protein
VOG04592	6	3	Xu	REFSEQ hypothetical protein
VOG04593	10	10	Xu	REFSEQ hypothetical protein
VOG04594	7	7	Xu	REFSEQ hypothetical protein
VOG04595	4	4	Xu	REFSEQ hypothetical protein
VOG04596	13	13	Xu	REFSEQ hypothetical protein
VOG04597	7	5	Xr	sp|C4K832|CSRA_HAMD5 Translational regulator CsrA
VOG04598	28	28	Xu	REFSEQ hypothetical protein
VOG04599	9	9	Xu	REFSEQ hypothetical protein
VOG04600	12	12	Xu	REFSEQ hypothetical protein
VOG04601	67	67	Xu	REFSEQ hypothetical protein
VOG04602	7	7	Xu	REFSEQ hypothetical protein
VOG04603	4	4	Xu	REFSEQ anti-CRISPR protein AcrIIA3
VOG04604	7	5	Xu	REFSEQ hypothetical protein
VOG04605	3	3	Xu	REFSEQ hypothetical protein
VOG04606	7	7	Xs	sp|P22535|CAPSD_BPPRD Major capsid protein P3
VOG04607	6	6	Xu	REFSEQ hypothetical protein
VOG04608	3	3	Xu	REFSEQ hypothetical protein
VOG04609	3	3	Xu	REFSEQ hypothetical protein
VOG04610	9	9	Xu	REFSEQ ribosomal-processing cysteine protease Prp
VOG04611	17	17	XpXrXs	sp|Q9G055|H_BPPHM Minor spike protein H
VOG04612	4	4	Xu	REFSEQ C1q domain-containing protein
VOG04613	4	4	Xu	REFSEQ hypothetical protein
VOG04614	6	6	Xu	REFSEQ hypothetical protein
VOG04615	28	28	Xu	REFSEQ hypothetical protein
VOG04616	6	6	Xu	REFSEQ hypothetical protein
VOG04617	11	11	Xu	REFSEQ hypothetical protein
VOG04618	8	8	Xu	REFSEQ hypothetical protein
VOG04619	9	9	Xu	REFSEQ hypothetical protein
VOG04620	12	12	Xu	REFSEQ hypothetical protein
VOG04621	5	5	Xu	REFSEQ hypothetical protein
VOG04622	5	5	Xu	REFSEQ hypothetical protein
VOG04623	12	12	Xu	REFSEQ hypothetical protein
VOG04624	3	3	Xu	REFSEQ hypothetical protein
VOG04625	3	3	Xu	REFSEQ hypothetical protein
VOG04626	3	3	Xu	REFSEQ hypothetical protein
VOG04627	5	5	Xu	REFSEQ hypothetical protein
VOG04628	8	8	Xu	REFSEQ hypothetical protein
VOG04629	3	3	Xu	REFSEQ hypothetical protein
VOG04630	12	12	Xu	REFSEQ hypothetical protein
VOG04631	6	6	Xu	REFSEQ DUF4041 domain-containing protein
VOG04632	15	15	Xu	REFSEQ hypothetical protein
VOG04633	3	3	Xu	REFSEQ hypothetical protein
VOG04634	20	13	Xu	REFSEQ hypothetical protein
VOG04635	3	3	Xu	REFSEQ putative tail protein c
VOG04636	6	6	Xu	REFSEQ hypothetical protein
VOG04637	5	5	Xu	REFSEQ radical SAM protein
VOG04638	7	7	Xu	REFSEQ hypothetical protein
VOG04639	8	8	Xu	REFSEQ head-to-tail joining protein
VOG04640	3	3	Xu	REFSEQ hypothetical protein
VOG04641	3	3	Xu	REFSEQ hypothetical protein
VOG04642	3	3	Xu	REFSEQ hypothetical protein
VOG04643	8	8	Xu	REFSEQ Ig-like domain-containing protein
VOG04644	4	4	Xu	REFSEQ hypothetical protein
VOG04645	4	4	Xu	REFSEQ virion structural protein
VOG04646	8	8	Xu	REFSEQ hypothetical protein
VOG04647	5	5	Xu	sp|P44215|Y1489_HAEIN Uncharacterized protein HI_1489
VOG04648	7	7	Xu	REFSEQ hypothetical protein
VOG04649	5	5	Xu	REFSEQ hypothetical protein
VOG04650	5	5	Xu	REFSEQ hypothetical protein
VOG04651	6	6	Xu	REFSEQ hypothetical protein
VOG04652	8	8	Xu	REFSEQ hypothetical protein
VOG04653	4	3	XhXpXs	sp|P07582|EXLYS_BPPH6 Peptidoglycan hydrolase gp5
VOG04654	6	6	Xu	REFSEQ hypothetical protein
VOG04655	6	6	Xu	REFSEQ hypothetical protein
VOG04656	3	3	Xu	REFSEQ hypothetical protein
VOG04657	5	5	Xu	REFSEQ hypothetical protein
VOG04658	8	8	Xu	REFSEQ hypothetical protein
VOG04659	5	5	Xu	REFSEQ hypothetical protein
VOG04660	7	7	Xu	REFSEQ hypothetical protein
